time,open,high,low,close,volume,Dividends,Stock Splits,close_adj,open_adj,high_adj,low_adj,log_return,overnight_return,intraday_return,hl_log_range,mkt_close,mkt_volume,mkt_high,mkt_low,mkt_return
2018-08-10,20472.23875738469,20597.20416252011,20177.667873711074,20416.40250317383,221546.67709999997,85.05,0.0,20416.40250317383,20472.23875738469,20597.20416252011,20177.667873711074,-0.0032570668471161145,0.001144794389065737,-0.004401861236181858,0.01895061536399396,923.4361450000001,163468163.95499995,923.4361450000001,910.63064,0.004905775404058101
2018-08-13,20385.565952107427,20620.787308785486,20182.848187080042,20449.301763867188,240841.4137,0.0,0.0,20449.301763867188,20385.565952107427,20620.787308785486,20182.848187080042,0.001978713712054358,-0.0005826761984340152,0.0025613899104883226,0.021562134133216417,932.5611399999998,169810550.37,932.5611399999998,918.611435,0.009375824962477453
2018-08-14,20513.60184574768,20611.89262607697,20245.579906374638,20530.617400488285,377314.6143,0.0,0.0,20530.617400488285,20513.60184574768,20611.89262607697,20245.579906374638,0.003673208221761726,0.0026912997543632657,0.0009819084673984646,0.016289913341890908,932.7804449999998,142789313.87,935.78397,929.1571449999999,0.00022420270919283272
2018-08-15,20587.70592021894,20731.43987632011,20368.437661766373,20545.830521582033,333314.1849,0.0,0.0,20545.830521582033,20587.70592021894,20731.43987632011,20368.437661766373,-0.0016896105341015675,0.0023852583022293465,-0.004074868836330906,0.016434326947976623,916.6662949999999,163072490.05999997,936.337,916.6662949999999,-0.016616029562674613
2018-08-16,20550.93692318611,20686.836190012895,20243.30732914811,20619.67158295898,300148.89060000004,13.973679755,0.0,20619.67158295898,20550.93692318611,20686.836190012895,20243.30732914811,0.0029727495221977766,0.001456749218603491,0.0015160003035942858,0.01968079144081575,919.4409800000001,148732927.515,919.4409800000001,911.43158,0.0028818187231820906
2018-08-17,20629.581818283266,20754.705285506385,20412.45668755911,20598.756095507815,249781.7504,0.0,0.0,20598.756095507815,20629.581818283266,20754.705285506385,20412.45668755911,-0.0009547783165038172,0.0011971245858992219,-0.0021519029024030752,0.018262095313970324,923.82708,129794910.98500001,930.1583200000002,923.82708,0.004537760224973944
2018-08-20,20520.68737255,20738.32349570484,20379.02444340527,20638.825211523435,300108.7536,0.0,0.0,20638.825211523435,20520.68737255,20738.32349570484,20379.02444340527,0.004813072658722421,0.0012455207809775532,0.0035675518777448702,0.01906507415871479,924.53267,152507996.10999998,928.2989950000001,921.5196100000002,0.0007279752739478108
2018-08-21,20689.47328872642,20781.066440184473,20468.046835295623,20687.16686113281,243003.81720000005,0.0,0.0,20687.16686113281,20689.47328872642,20781.066440184473,20468.046835295623,0.0026868705596241075,0.002152166752066296,0.0005347038075578206,0.013805365586903835,933.6767350000001,158679334.16,933.6767350000001,923.417075,0.009384234448092043
2018-08-22,20700.858052789365,20832.95566349806,20564.062606879877,20737.800787109376,309768.8864,0.0,0.0,20737.800787109376,20700.858052789365,20832.95566349806,20564.062606879877,0.002140332044260076,-2.9260393493463427e-05,0.0021695924377535293,0.012249131933357783,936.4800250000001,157472718.05,940.4942600000003,933.6767350000001,0.0028585186804620374
2018-08-23,20658.98783184543,20854.85839376236,20548.11458589367,20774.876567773437,361939.5456,0.0,0.0,20774.876567773437,20658.98783184543,20854.85839376236,20548.11458589367,0.0024390814651374096,-0.0032695410078701897,0.005708622473007588,0.016839205157006504,941.4477600000002,130500672.615,943.440575,936.7946800000001,0.00504465231222149
2018-08-24,20720.681417945452,20914.814343109076,20584.447831593327,20823.95703613281,247561.88220000002,0.0,0.0,20823.95703613281,20720.681417945452,20914.814343109076,20584.447831593327,0.0036677231622209185,-0.0019595229549730585,0.005627246117193996,0.016918989579998545,941.1521750000002,147348865.05499998,943.2117350000002,937.1760799999997,-0.0002994160305397592
2018-08-27,20812.58735710279,21163.308259931768,20618.33709731314,20944.03283071289,278725.055,0.0,0.0,20944.03283071289,20812.58735710279,21163.308259931768,20618.33709731314,0.001083586902950894,-0.0038418791470109636,0.004925466049961862,0.0212485673568292,945.79572,164656186.815,948.2938899999999,943.9936049999999,0.004692900219473901
2018-08-28,20972.770818934427,21173.103097541025,20804.853856307993,21043.25409707032,280046.82009999995,0.0,0.0,21043.25409707032,20972.770818934427,21173.103097541025,20804.853856307993,0.0013928137978328932,0.002265022312466923,-0.000872208514634043,0.016977936611946194,948.9136650000003,152876123.39,949.009015,943.783835,0.0031381733416763475
2018-08-29,21053.55287442714,21265.691065053867,20883.967120161273,21180.848414599615,198115.82619999998,0.0,0.0,21180.848414599615,21053.55287442714,21265.691065053867,20883.967120161273,0.00548249113226929,0.0017205192613396782,0.00376197187092964,0.016469278640795462,942.220095,140902594.815,948.7801750000001,941.552645,-0.006749755921138762
2018-08-30,21052.04260638454,21355.678969574266,20911.675979321633,21233.115984765624,210035.2665,161.28479417,0.03978,21233.115984765624,21052.04260638454,21355.678969574266,20911.675979321633,0.0024547782458262586,-0.004487899082711742,0.006942677328537977,0.020578377677120823,951.659745,148842255.825,951.659745,937.7005049999999,0.009505123420562922
2018-08-31,21244.87876937156,21393.00763219043,21009.472732303635,21249.67839057617,302712.7748,0.0,0.0,21249.67839057617,21244.87876937156,21393.00763219043,21009.472732303635,0.0011175787154349278,-0.0004651674332982301,0.001582746148733143,0.020190908496283706,943.52639,155652906.09,956.4177099999998,943.52639,-0.008184105466518099
2018-09-03,21249.67839057617,21249.67839057617,21249.67839057617,21249.67839057617,0.0,0.0,0.0,21249.67839057617,21249.67839057617,21249.67839057617,21249.67839057617,0.0,1.7918999617450022e-17,-8.959499808725013e-18,1.7918999617450022e-17,943.52639,155652906.09,956.4177099999998,943.52639,0.0
2018-09-04,21250.776764937094,21416.854057637778,21018.405476218904,21177.61051088867,268997.17659999995,0.0,0.0,21177.61051088867,21250.776764937094,21416.854057637778,21018.405476218904,-0.0033652678912256414,-0.002289634203920168,-0.0010756336873054783,0.019251286465959052,930.5587900000003,164124496.14499998,946.0436299999999,930.5587900000003,-0.013195562368854934
2018-09-05,21188.520624243465,21312.075455021837,20954.009060252058,21108.20596518555,315876.7677,17.85,0.0,21108.20596518555,21188.520624243465,21312.075455021837,20954.009060252058,-0.0007332793301642424,0.0006804694221270864,-0.001413748752291321,0.01693025162135946,923.40754,153886118.265,933.2667299999999,919.9368000000001,-0.007355851702887068
2018-09-06,21063.131813573753,21195.18433983483,20867.842498935745,21028.234968701177,301380.3616000001,98.7,0.0,21028.234968701177,21063.131813573753,21195.18433983483,20867.842498935745,-0.003843259878103142,2.9813597376221685e-06,-0.0038462412378407612,0.015433248418019027,913.6341650000002,135624199.98,925.69594,913.443465,-0.010145660776378768
2018-09-07,20969.55393418663,21197.528008279573,20878.445801320333,21099.08681030273,248307.9125,0.0,0.0,21099.08681030273,20969.55393418663,21197.528008279573,20878.445801320333,0.004973454478976328,-0.00011508506038007496,0.005088539539356385,0.01433182123544755,923.8461499999997,145520662.295,924.2656899999997,911.06925,0.010598456886759564
2018-09-10,21022.46404347786,21202.699242669936,20853.43623077505,21076.913231884762,167145.61159999995,0.0,0.0,21076.913231884762,21022.46404347786,21202.699242669936,20853.43623077505,-0.0015895597192013783,-0.005116730420914968,0.0035271707017135775,0.015901943484878323,925.2191899999998,143347588.12000003,929.271565,923.1691650000001,0.0014160601600236226
2018-09-11,21134.47974156773,21291.985107785255,20931.07872562764,21180.948332568358,361072.6214,0.0,0.0,21180.948332568358,21134.47974156773,21291.985107785255,20931.07872562764,0.009009045618815298,0.001969246402275159,0.00703979921654012,0.01831995290161098,939.2547099999998,151457696.79000002,939.2547099999998,922.9117199999997,0.014355922199659157
2018-09-12,21193.028052921036,21368.20045010953,21001.89858820103,21150.768020166015,299803.8856,0.0,0.0,21150.768020166015,21193.028052921036,21368.20045010953,21001.89858820103,-0.0019141620280000624,0.0018638426534999157,-0.003778004681499989,0.01807217249389925,941.1140349999998,162913131.605,948.5704049999999,941.1140349999998,0.0018856588315637494
2018-09-13,21102.742452527713,21312.162443809488,20941.882445847474,21122.050332226565,275135.1149,8.52,0.0,21122.050332226565,21102.742452527713,21312.162443809488,20941.882445847474,0.00043861989742688704,0.000347149283400564,9.147061402630568e-05,0.01842835487054523,942.0103250000002,141921295.145,946.7873599999998,939.1212199999999,0.000907653894439284
2018-09-14,21135.536479988034,21495.531731523024,21040.862481592234,21287.114722216804,500829.80950000003,0.0,0.0,21287.114722216804,21135.536479988034,21495.531731523024,21040.862481592234,0.008457890374548629,0.0010709923913547722,0.007386897983193849,0.020576133203769092,945.2426900000002,142766544.29000002,949.256925,943.5454600000002,0.0032661895535059746
2018-09-17,21400.26157831213,21591.025411230836,21135.79765079502,21337.583202490227,287576.5957999999,0.0,0.0,21337.583202490227,21400.26157831213,21591.025411230836,21135.79765079502,0.002946783335642571,0.005011503666790366,-0.002064720331147807,0.02258489792622241,941.6861350000001,139917657.92,947.616905,941.12357,-0.003594390168218498
2018-09-18,21346.69892495808,21562.732432064702,21178.77239337888,21435.286550830086,330170.5132,0.0,0.0,21435.286550830086,21346.69892495808,21562.732432064702,21178.77239337888,0.004234382207281127,-0.0012418492486149957,0.0054762314558961245,0.019298636138186942,947.2927149999998,163147978.65499997,947.2927149999998,936.2321150000001,0.005660084259706992
2018-09-19,21448.747492373554,21569.722104555105,21280.581563749518,21377.076227246096,418757.9894,0.0,0.0,21377.076227246096,21448.747492373554,21569.722104555105,21280.581563749518,0.00020037302833747728,0.00018170759831036924,1.866543002708676e-05,0.015710683164819474,949.2473899999998,196656562.175,955.244905,948.2557499999999,0.0019654562194794957
2018-09-20,21399.017204664407,21622.325987451375,21255.405438596594,21466.73592504883,324083.2912,40.35,0.0,21466.73592504883,21399.017204664407,21622.325987451375,21255.405438596594,0.0046070910641066755,0.0022310301951716342,0.0023760608689350365,0.015085066001501007,958.01959,171088364.325,958.01959,950.1436800000001,0.008771033911967333
2018-09-21,21408.022612983103,21618.938147267356,21220.49027250284,21430.718425439452,458794.14739999996,0.0,0.0,21430.718425439452,21408.022612983103,21618.938147267356,21220.49027250284,-0.0036852698494992666,-0.0042372103126004455,0.0005519404631011658,0.01715097861012899,956.331895,260699467.13,962.17685,953.871865,-0.0016812143558955666
2018-09-24,21520.673406273312,21696.73162020686,21357.189322537324,21559.36978300782,318587.10010000004,0.0,0.0,21559.36978300782,21520.673406273312,21696.73162020686,21357.189322537324,0.0066880051407461755,0.0031992463919325357,0.0034887587488136506,0.01612143961197525,964.2650150000002,161521870.21999997,964.2650150000002,960.603575,0.007877002092351279
2018-09-25,21578.881067417344,21689.619097375,21366.05206593713,21562.024754589853,300601.39519999997,0.0,0.0,21562.024754589853,21578.881067417344,21689.619097375,21366.05206593713,0.0005506378662861853,0.0010367272825734177,-0.000486089416287237,0.013948072786860445,963.7405899999999,189023308.39000002,967.3543549999996,961.7668450000001,-0.000518711406787556
2018-09-26,21505.55131658484,21916.3295020279,21410.204848768568,21768.61151337891,422912.2761,0.0,0.0,21768.61151337891,21505.55131658484,21916.3295020279,21410.204848768568,0.009738185273874598,-0.002844054159732275,0.01258223943360686,0.022404544717027904,962.6631349999999,209672342.53,967.6690100000001,960.59404,-0.0010666024326005344
2018-09-27,21718.06665097812,22001.606261964684,21603.010574097774,21865.86180581055,368119.43659999996,0.0,0.0,21865.86180581055,21718.06665097812,22001.606261964684,21603.010574097774,0.0027596018895533047,-0.004140042022462702,0.006899643912015998,0.018744172115965053,968.155295,172548010.73000002,970.4532299999998,963.5022150000002,0.005424423759712626
2018-09-28,21870.879235877015,22165.417832110317,21675.062546739482,22028.746954199207,301998.7465,0.0,0.0,22028.746954199207,21870.879235877015,22165.417832110317,21675.062546739482,0.006689081123370932,-0.0017181507506934153,0.008407231874064336,0.023989813980442684,969.8334550000003,214124653.57,973.37094,968.1838999999998,0.001651326365998896
2018-10-01,21920.802812684757,22052.06048313007,21660.686561729428,21863.530193847655,328241.3989999999,0.0,0.0,21863.530193847655,21920.802812684757,22052.06048313007,21660.686561729428,-0.006114517144141604,-0.002831697353859634,-0.003282819790281959,0.019491850228462573,965.78108,214580340.75500003,976.260045,965.78108,-0.0039924738505448315
2018-10-02,21866.430468648137,22166.698470962976,21679.832215718958,22050.055545996092,363517.8324,0.0,0.0,22050.055545996092,21866.430468648137,22166.698470962976,21679.832215718958,0.0058933338020405205,0.0015934191624673176,0.00429991463957321,0.01941600523899889,971.4162650000001,194449991.54500002,974.0097850000001,965.78108,0.005547358473470984
2018-10-03,22087.89605962952,22333.727145032786,21958.85039939762,22170.146789404294,229675.6705,28.6,0.0,22170.146789404294,22087.89605962952,22333.727145032786,21958.85039939762,0.0056890493920678815,0.0036012485153200757,0.0020878008767478023,0.017613512055650427,972.9514,152708421.80999997,976.9465649999999,969.204145,0.0015056324510996128
2018-10-04,22137.48802104668,22329.943982264398,22029.39865735892,22204.1244359375,283762.14999999997,0.0,0.0,22204.1244359375,22137.48802104668,22329.943982264398,22029.39865735892,0.001816412571437099,-0.00345226802387966,0.005268680595316771,0.015248308606345937,976.02167,175320798.26500002,977.0323799999999,972.9514,0.0030041511724814758
2018-10-05,22107.459501189547,22458.81315263491,21902.220545397453,22203.157709277348,377987.62749999994,0.0,0.0,22203.157709277348,22107.459501189547,22458.81315263491,21902.220545397453,0.0015940804887548728,-0.0032223026448673685,0.00481638313362221,0.026968069373827175,961.4998649999998,197041308.96,973.3041950000002,961.4998649999998,-0.014293312467086677
2018-10-08,22124.762005456632,22337.743714794444,21927.21471039567,22160.974302929688,269975.37899999996,0.0,0.0,22160.974302929688,22124.762005456632,22337.743714794444,21927.21471039567,-0.0024266950377209583,-0.002818435122128271,0.00039174008440730646,0.01872465430579261,949.8004200000001,177302886.39000002,959.3449549999998,949.8004200000001,-0.011673267906515501
2018-10-09,22084.328713192797,22252.557480936437,21820.37278276561,22114.201461035154,252377.59159999999,57.019230085,0.061672,22114.201461035154,22084.328713192797,22252.557480936437,21820.37278276561,-0.00042846470741734485,-0.0014414981322250268,0.0010130334248076847,0.018360830561412585,949.8671650000001,170633068.075,955.2830449999999,949.8671650000001,6.700262512106061e-05
2018-10-10,22027.852358338867,22227.086116696755,21610.864202885015,21857.691051220703,361668.8925,0.0,0.0,21857.691051220703,22027.852358338867,22227.086116696755,21610.864202885015,-0.014548135286789105,-0.003678190436234441,-0.010869944850554671,0.027841175470378,947.7408599999999,163855694.95999998,953.13767,945.12827,-0.0021368297765526913
2018-10-11,21580.308341759035,21700.951169762637,21010.839668761222,21298.790847460936,892103.6021,0.0,0.0,21298.790847460936,21580.308341759035,21700.951169762637,21010.839668761222,-0.02805583807571889,-0.013936188485407475,-0.014119649590311407,0.02984888291154068,901.9061149999998,328026531.20500004,927.0022349999999,895.1744050000001,-0.047265644502266994
2018-10-12,21095.50808740115,21603.253991945658,20924.013838935272,21550.20796201172,374216.609,0.0,0.0,21550.20796201172,21095.50808740115,21603.253991945658,20924.013838935272,0.01385315978194222,-0.00838363415067447,0.02223679393261668,0.03213739152175606,924.9712800000001,194162902.22999996,924.9712800000001,889.9492250000001,0.024078029053990473
2018-10-15,21525.751944625343,21706.225466962882,21280.975986656915,21507.84026914062,293211.2682,0.0,0.0,21507.84026914062,21525.751944625343,21706.225466962882,21280.975986656915,-0.004676761347425765,-0.0001407727675084309,-0.004535988579917317,0.01790569728178419,907.3887400000001,117377861.88499999,924.9712800000001,907.3887400000001,-0.018299314850372915
2018-10-16,21498.08262558627,21743.96687415424,21354.49294275465,21560.49072685547,186526.9906,51.00000000000001,0.0,21560.49072685547,21498.08262558627,21743.96687415424,21354.49294275465,0.0011179291386374472,0.0014422407270333717,-0.0003243115883959447,0.018373269953592994,918.573295,112261218.78999999,918.8784150000001,906.1682600000003,0.011681082481850494
2018-10-17,21679.21766825737,21845.27692922946,21504.901826599842,21735.858721875,231444.79450000002,0.0,0.0,21735.858721875,21679.21766825737,21845.27692922946,21504.901826599842,0.008610018156263805,0.007124138190691934,0.0014858799655718697,0.015120159160974074,926.4206000000003,131362560.33499998,929.919945,923.9987100000001,0.00811108422470536
2018-10-18,21720.209375317263,21831.307476115784,21484.050654080256,21643.22258222657,258288.15289999996,0.0,0.0,21643.22258222657,21720.209375317263,21831.307476115784,21484.050654080256,-0.002834570659431545,-0.0005890888715982188,-0.0022454817878333425,0.017807989950331064,918.668645,120245837.32499996,925.610125,917.9153799999998,-0.00801211388976773
2018-10-19,21475.627713623377,21713.559586219326,21310.693779248602,21559.422818261715,286171.615,0.0,0.0,21559.422818261715,21475.627713623377,21713.559586219326,21310.693779248602,-0.0026512125648931735,-0.007832409860776934,0.005181197295883775,0.017108456283618675,913.79626,126216053.61999997,915.0072050000001,901.848905,-0.0050705801058745495
2018-10-22,21547.428136601706,21701.993619343124,21288.759094976624,21426.24447685547,243150.73889999997,0.0,0.0,21426.24447685547,21547.428136601706,21701.993619343124,21288.759094976624,-0.009096209962520791,-0.002396348893982368,-0.006699861068538416,0.01696587261536574,909.1717849999999,126820334.24499997,918.9737649999998,909.1717849999999,-0.004837656242268727
2018-10-23,21441.524639526982,21540.498227202414,20980.480459616418,21290.570009765626,421477.06889999995,0.0,0.0,21290.570009765626,21441.524639526982,21540.498227202414,20980.480459616418,-0.00948321720570614,0.0003779104108448631,-0.009861127616550993,0.0250586981639764,895.98488,173385279.07999998,906.2254700000001,882.2640150000002,-0.013931131666945084
2018-10-24,21264.884722779876,21459.375810471804,21071.890847322607,21188.47987314453,278736.4991,39.9,0.0,21188.47987314453,21264.884722779876,21459.375810471804,21071.890847322607,-0.0069288448151265765,-0.0011386781625081761,-0.005790166652618372,0.01961379736536311,879.8230550000001,125962346.33999997,895.3937099999997,879.8230550000001,-0.01735629775543729
2018-10-25,20561.869504864964,21171.80920000275,20451.32363539287,20974.863391406245,426994.6777,0.0,0.0,20974.863391406245,20561.869504864964,21171.80920000275,20451.32363539287,-0.010532922522924662,-0.027556560577518267,0.017023638054593598,0.03626072003116194,867.847095,156011555.58,869.6587450000001,844.1716900000002,-0.013067976930111826
2018-10-26,21052.849349403437,21278.680090969927,20754.46084164845,20962.23667373047,309303.25279999996,0.0,0.0,20962.23667373047,21052.849349403437,21278.680090969927,20754.46084164845,-0.00171479125353301,0.005554771418668995,-0.007269562672202014,0.026253216120919364,858.9318700000001,127408243.275,875.4655599999998,858.9318700000001,-0.009845779618118496
2018-10-29,20950.088482221734,21092.520073037595,20775.767182452764,20873.390234765626,276990.53079999995,0.0,0.0,20873.390234765626,20950.088482221734,21092.520073037595,20775.767182452764,-0.004070136614890084,-0.0004920515470377348,-0.0035780850678523634,0.01649182983634549,847.4898700000002,108150432.38000001,856.0904399999998,843.7712200000001,-0.012787120855562537
2018-10-30,20860.33708143399,21091.446550215194,20387.16242272456,20916.427597558595,279471.34079999995,0.0,0.0,20916.427597558595,20860.33708143399,21091.446550215194,20387.16242272456,0.0015384008571975743,0.000533807597319643,0.001004593259877935,0.027487706881817783,847.3659150000001,113988455.43500002,853.1918,839.890475,-0.00013947038297511187
2018-10-31,20985.63849421205,21169.804805288357,20757.653870757007,21118.33370976562,227067.70899999992,0.0,0.0,21118.33370976562,20985.63849421205,21169.804805288357,20757.653870757007,0.012832394098032723,0.005033691311173537,0.007798702786859178,0.01817163460383678,872.22366,151818520.26,872.22366,852.6483050000002,0.02756880055952878
2018-11-01,21116.020154532387,21275.95552030075,20817.110820424077,21077.32872138672,249162.38880000002,0.0,0.0,21077.32872138672,21116.020154532387,21275.95552030075,20817.110820424077,-0.0029662172180348234,-0.0015384830414427928,-0.001427734176592047,0.020818041738699118,865.7398599999999,116034590.15499999,876.1139400000001,863.613555,-0.007114455408219655
2018-11-02,21181.204038577547,21378.213519651435,20892.271185829974,21256.45062822266,246735.53830000001,0.0,0.0,21256.45062822266,21181.204038577547,21378.213519651435,20892.271185829974,0.013136290987649705,0.01000431813535388,0.0031319728522958223,0.021959625196482393,881.8540100000002,199365379.39500004,884.4856700000001,868.0663999999999,0.017584494616646622
2018-11-05,21156.48057991197,21369.85352025794,20921.606013494064,21191.032699462892,187705.4274,0.0,0.0,21191.032699462892,21156.48057991197,21369.85352025794,20921.606013494064,-0.003027539057674645,-0.0026226581943157193,-0.00040488086335892833,0.02002185474869838,882.492855,115489169.085,882.492855,873.186695,0.0006904977090437518
2018-11-06,21227.223752768405,21479.462814870105,20971.18779681796,21275.62741118164,224761.75229999996,0.0,0.0,21275.62741118164,21227.223752768405,21479.462814870105,20971.18779681796,0.0012197552260979816,0.0015686113338641426,-0.00034885610776616116,0.024001792637618476,879.1746750000001,114841980.96,887.9659449999999,879.060255,-0.003591924489357436
2018-11-07,21294.423283452583,21441.62032506038,21024.134212877692,21284.27940507813,228420.41419999997,0.0,0.0,21284.27940507813,21294.423283452583,21441.62032506038,21024.134212877692,-0.0015036282319160002,0.0013583216115302058,-0.002861949843446212,0.01654482021660264,879.27956,120904267.21499999,881.6061000000001,872.843435,0.0001137451809982567
2018-11-08,21361.682537540153,21565.382824038486,21147.24984417943,21389.781757031255,246526.51129999995,0.0,0.0,21389.781757031255,21361.682537540153,21565.382824038486,21147.24984417943,0.005870587142811259,0.005979530190159497,-0.00010894304734824882,0.020473460704717946,883.2079799999999,130336508.52,889.4820099999997,882.50239,0.004250531805754899
2018-11-09,21355.866663259196,21527.504223375185,21125.718730228877,21328.735643066404,236339.7039,0.0,0.0,21328.735643066404,21355.866663259196,21527.504223375185,21125.718730228877,-0.004578557625819193,0.0007465973723539202,-0.005325154998173135,0.02039304602613053,871.7755149999999,125013032.20500001,882.2830849999999,871.7755149999999,-0.012422919769273231
2018-11-12,21236.719722843143,21637.823322792967,21029.942104071422,21470.337029687496,170638.4757,0.0,0.0,21470.337029687496,21236.719722843143,21637.823322792967,21029.942104071422,0.004024383747691387,-0.0028982809980509366,0.00692266474574234,0.022742688367192544,875.4274199999998,104702652.66,876.256965,861.916325,0.003985909614158357
2018-11-13,21300.903062669346,21784.076174206017,21134.02738866044,21539.485829296875,289225.70670000004,0.0,0.0,21539.485829296875,21300.903062669346,21784.076174206017,21134.02738866044,-0.0028774618498232695,-0.007663671887959701,0.004786210038136431,0.025698016753683592,863.2798300000001,126632046.6,867.8757,861.4681799999998,-0.013323594905953732
2018-11-14,21627.86803693929,21936.577354881854,21411.683928251543,21615.23914414063,239843.98260000002,0.0,0.0,21615.23914414063,21627.86803693929,21936.577354881854,21411.683928251543,-0.0005409731058307793,0.005203938397448857,-0.005744911503279632,0.022552165475001964,859.036755,119366614.97499998,868.23803,857.034405,-0.004698067977405786
2018-11-15,21596.63276400654,21988.585133286237,21405.632136405195,21746.24389208985,218061.90459999998,0.0,0.0,21746.24389208985,21596.63276400654,21988.585133286237,21405.632136405195,0.007944976722167254,0.000854656723235824,0.007090319998931452,0.023275329796396578,855.4325250000002,128712488.24999999,861.8019049999999,850.9987499999999,-0.004008982147127089
2018-11-16,21799.60637692259,22031.186028035,21528.002878356387,21739.47331425781,262067.45569999996,0.0,0.0,21739.47331425781,21799.60637692259,22031.186028035,21528.002878356387,-0.003304243601860866,0.0017446636034537705,-0.005048907205314632,0.026249971740571025,856.424165,135871995.55999997,861.2107350000001,852.5624899999999,0.0011046822450557611
2018-11-19,21782.861862933736,22021.093352436954,21547.035625297034,21794.467984863277,190028.08849999998,0.0,0.03613333333333333,21794.467984863277,21782.861862933736,22021.093352436954,21547.035625297034,0.004061680915867992,0.00604490750292495,-0.001983226587056945,0.020100863932950977,873.4632099999998,118100805.58500001,873.4632099999998,858.731635,0.018784176454884123
2018-11-20,21687.052131418135,21865.8125162707,21476.30419841031,21686.96089584961,200075.8885,0.0,0.0,21686.96089584961,21687.052131418135,21865.8125162707,21476.30419841031,-1.7269226471081485e-05,0.0005099748811715748,-0.0005272441076426472,0.019349401542085393,876.2855699999998,120297936.56500003,876.2855699999998,867.45616,0.003076010253220302
2018-11-21,21647.634547764537,21912.210290659874,21392.618383918005,21776.182695996104,248758.7897,0.0,0.0,21776.182695996104,21647.634547764537,21912.210290659874,21392.618383918005,0.005423210435341754,-0.0026861748750534394,0.008109385310395163,0.026101017732483165,879.66096,113545735.85,879.66096,865.272645,0.0036657589216529487
2018-11-22,21789.150029652374,21943.548796699193,21503.171951302462,21780.08741191407,146755.2981,0.0,0.0,21780.08741191407,21789.150029652374,21943.548796699193,21503.171951302462,-0.0004962176209850073,0.0036262747409872426,-0.004122492361972234,0.019162249330018373,881.4344699999999,109091975.48999996,883.084025,879.1460700000003,0.0019204437509170802
2018-11-23,21689.798089008593,22018.109357802037,21548.771485441346,21850.727701904296,165307.1471,0.0,0.0,21850.727701904296,21689.798089008593,22018.109357802037,21548.771485441346,0.005240404340489719,-0.0028694834526912408,0.008109887793180953,0.020996345305003845,875.284395,106702170.76499999,882.78844,874.235545,-0.006676219612272513
